"District","Income Streams","Cohort","Year","RTV","Control"
"Rukungiri","Seasonal Crop Income","2021","Year 1",74.25,79.21
"Rukungiri","Season1 Value","2021","Year 1",104.45,123.3
"Rukungiri","Season2 Value","2021","Year 1",115.57,68.03
"Rukungiri","Perennial Value","2021","Year 1",340.35,149.52
"Rukungiri","Annual Agric Value","2021","Year 1",560.37,340.85
"Rukungiri","Livestock Income","2021","Year 1",12.23,27.55
"Rukungiri","Livestock Income/ Production","2021","Year 1",14.63,30.89
"Rukungiri","Livestock Value","2021","Year 1",191.51,212.66
"Rukungiri","PPI","2021","Year 1",22.16,29.73
"Mitooma","Salaried Employment","2021","Year 1",28.5,50.32835
"Mitooma","Self-Income / Business","2021","Year 1",94.65,63.864964
"Mitooma","Casual Labour Income","2021","Year 1",74.86,101.994654
"Mitooma","Remit and Gifts Income","2021","Year 1",39.39,29.736825
"Mitooma","Rent Income","2021","Year 1",4.11,4.348084
"Mitooma","Perennial Crop Income","2021","Year 1",126.15,78.579464
"Mitooma","Seasonal Crop Income","2021","Year 1",43.01,30.053312
"Mitooma","Season1 Value","2021","Year 1",79.1,90.824291
"Mitooma","Season2 Value","2021","Year 1",84.38,57.668003
"Mitooma","Perennial Value","2021","Year 1",270.07,208.959195
"Mitooma","Annual Agric Value","2021","Year 1",433.55,357.45149
"Mitooma","Livestock Income","2021","Year 1",16.24,10.592714
"Mitooma","Livestock Income/ Production","2021","Year 1",14.63,11.841105
"Mitooma","Livestock Value","2021","Year 1",148.99,93.930304
"Mitooma","PPI","2021","Year 1",24.89,25.099267
"Rubanda","Salaried Employment","2021","Year 1",26.51,23.156283
"Rubanda","Self-Income / Business","2021","Year 1",41.11,16.987185
"Rubanda","Casual Labour Income","2021","Year 1",59.73,87.977754
"Rubanda","Remit and Gifts Income","2021","Year 1",27.22,15.257919
"Rubanda","Rent Income","2021","Year 1",2.57,6.778432
"Rubanda","Perennial Crop Income","2021","Year 1",14.56,8.011606
"Rubanda","Seasonal Crop Income","2021","Year 1",132.45,63.29161
"Rubanda","Season1 Value","2021","Year 1",147.57,129.452617
"Rubanda","Season2 Value","2021","Year 1",104.77,119.184855
"Rubanda","Perennial Value","2021","Year 1",31.68,9.786008
"Rubanda","Annual Agric Value","2021","Year 1",284.02,258.423481
"Rubanda","Livestock Income","2021","Year 1",18.97,1.8145
"Rubanda","Livestock Income/ Production","2021","Year 1",21.3,2.080078
"Rubanda","Livestock Value","2021","Year 1",209.96,58.658822
"Rubanda","PPI","2021","Year 1",25.86,26.010413
"Kanungu","Salaried Employment","2022","Year 1",40.16,36.27
"Kanungu","Self-Income / Business","2022","Year 1",57.52,47.06
"Kanungu","Casual Labour Income","2022","Year 1",61.94,114.78
"Kanungu","Remit and Gifts Income","2022","Year 1",41.23,17.38
"Kanungu","Rent Income","2022","Year 1",14.99,3.93
"Kanungu","Perennial Crop Income","2022","Year 1",190.79,58.24
"Kanungu","Seasonal Crop Income","2022","Year 1",66.87,79.21
"Kanungu","Season1 Value","2022","Year 1",131.16,123.3
"Kanungu","Season2 Value","2022","Year 1",121.24,68.03
"Kanungu","Perennial Value","2022","Year 1",252.4,149.52
"Kanungu","Annual Agric Value","2022","Year 1",307.1,340.85
"Kanungu","Livestock Income","2022","Year 1",25.02,27.55
"Kanungu","Livestock Income/ Production","2022","Year 1",27.74,30.89
"Kanungu","Livestock Value","2022","Year 1",126.83,212.66
"Kanungu","PPI","2022","Year 1",24.43,29.73
"Rukungiri","Salaried Employment","2022","Year 1",52.48,23.905796
"Rukungiri","Self-Income / Business","2022","Year 1",24.77,82.427847
"Rukungiri","Casual Labour Income","2022","Year 1",78.28,69.67278
"Rukungiri","Remit and Gifts Income","2022","Year 1",32.4,37.394595
"Rukungiri","Rent Income","2022","Year 1",3.91,8.579853
"Rukungiri","Perennial Crop Income","2022","Year 1",126.95,89.61655
"Rukungiri","Seasonal Crop Income","2022","Year 1",132.41,81.824289
"Rukungiri","Season1 Value","2022","Year 1",196.78,173.106264
"Rukungiri","Season2 Value","2022","Year 1",166.97,95.105384
"Rukungiri","Perennial Value","2022","Year 1",217.61,170.935802
"Rukungiri","Annual Agric Value","2022","Year 1",581.35,439.14745
"Rukungiri","Livestock Income","2022","Year 1",22,28.03561
"Rukungiri","Livestock Income/ Production","2022","Year 1",24.81,30.466624
"Rukungiri","Livestock Value","2022","Year 1",238.24,241.17259
"Rukungiri","PPI","2022","Year 1",23.3,27.645144
"Mitooma","Salaried Employment","2022","Year 1",56.26,50.32835
"Mitooma","Self-Income / Business","2022","Year 1",45.24,63.864964
"Mitooma","Casual Labour Income","2022","Year 1",63.94,101.994654
"Mitooma","Remit and Gifts Income","2022","Year 1",51.02,29.736825
"Mitooma","Rent Income","2022","Year 1",6.95,4.348084
"Mitooma","Perennial Crop Income","2022","Year 1",122.37,78.579464
"Mitooma","Seasonal Crop Income","2022","Year 1",67.72,30.053312
"Mitooma","Season1 Value","2022","Year 1",149.32,90.824291
"Mitooma","Season2 Value","2022","Year 1",112.5,57.668003
"Mitooma","Perennial Value","2022","Year 1",236.81,208.959195
"Mitooma","Annual Agric Value","2022","Year 1",498.62,357.45149
"Mitooma","Livestock Income","2022","Year 1",21.97,10.592714
"Mitooma","Livestock Income/ Production","2022","Year 1",23.97,11.841105
"Mitooma","Livestock Value","2022","Year 1",183.76,93.930304
"Mitooma","PPI","2022","Year 1",24.19,25.099267
"Rubanda","Salaried Employment","2022","Year 1",35.42,33.968321
"Rubanda","Self-Income / Business","2022","Year 1",36.39,20.732767
"Rubanda","Casual Labour Income","2022","Year 1",66.68,89.665025
"Rubanda","Remit and Gifts Income","2022","Year 1",53.58,22.178117
"Rubanda","Rent Income","2022","Year 1",11.35,8.838568
"Rubanda","Perennial Crop Income","2022","Year 1",62.07,8.731767
"Rubanda","Seasonal Crop Income","2022","Year 1",167.47,72.337288
"Rubanda","Season1 Value","2022","Year 1",228.45,153.175139
"Rubanda","Season2 Value","2022","Year 1",197.05,127.755707
"Rubanda","Perennial Value","2022","Year 1",184.57,30.763273
"Rubanda","Annual Agric Value","2022","Year 1",610.06,311.694119
"Rubanda","Livestock Income","2022","Year 1",29.1,4.981239
"Rubanda","Livestock Income/ Production","2022","Year 1",31.5,6.16247
"Rubanda","Livestock Value","2022","Year 1",225.19,92.678482
"Rubanda","PPI","2022","Year 1",24.08,25.190896
"Rubirizi","Salaried Employment","2022","Year 1",38.87,50.32835
"Rubirizi","Self-Income / Business","2022","Year 1",30.74,63.864964
"Rubirizi","Casual Labour Income","2022","Year 1",59.55,101.994654
"Rubirizi","Remit and Gifts Income","2022","Year 1",38.24,29.736825
"Rubirizi","Rent Income","2022","Year 1",8.64,4.348084
"Rubirizi","Perennial Crop Income","2022","Year 1",128.88,78.579464
"Rubirizi","Seasonal Crop Income","2022","Year 1",126.79,30.053312
"Rubirizi","Season1 Value","2022","Year 1",164.77,90.824291
"Rubirizi","Season2 Value","2022","Year 1",161.04,57.668003
"Rubirizi","Perennial Value","2022","Year 1",253.81,208.959195
"Rubirizi","Annual Agric Value","2022","Year 1",579.62,357.45149
"Rubirizi","Livestock Income","2022","Year 1",11.41,10.592714
"Rubirizi","Livestock Income/ Production","2022","Year 1",12.54,11.841105
"Rubirizi","Livestock Value","2022","Year 1",101.3,93.930304
"Rubirizi","PPI","2022","Year 1",23.36,25.099267
"Kyenjojo","Salaried Employment","2022","Year 1",22.33,7.0286286
"Kyenjojo","Self-Income / Business","2022","Year 1",25.54,19.5655656
"Kyenjojo","Casual Labour Income","2022","Year 1",55.2,61.1843844
"Kyenjojo","Remit and Gifts Income","2022","Year 1",13.91,7.0206206
"Kyenjojo","Rent Income","2022","Year 1",10.16,10.1181181
"Kyenjojo","Perennial Crop Income","2022","Year 1",60.2,26.5203203
"Kyenjojo","Seasonal Crop Income","2022","Year 1",192.33,100.6263263
"Kyenjojo","Season1 Value","2022","Year 1",217.24,89.6127241
"Kyenjojo","Season2 Value","2022","Year 1",161.38,75.5547508
"Kyenjojo","Perennial Value","2022","Year 1",109.83,67.9988789
"Kyenjojo","Annual Agric Value","2022","Year 1",488.45,233.1663538
"Kyenjojo","Livestock Income","2022","Year 1",35.12,19.2586186
"Kyenjojo","Livestock Income/ Production","2022","Year 1",38.9,27.2953153
"Kyenjojo","Livestock Value","2022","Year 1",204.27,89.3775776
"Kyenjojo","PPI","2022","Year 1",24.43,27.3874074
"Kagadi GAC","Salaried Employment","2022","Year 1",12.13,7.0286286
"Kagadi GAC","Self-Income / Business","2022","Year 1",30.03,19.5655656
"Kagadi GAC","Casual Labour Income","2022","Year 1",34.13,61.1843844
"Kagadi GAC","Remit and Gifts Income","2022","Year 1",12.76,7.0206206
"Kagadi GAC","Rent Income","2022","Year 1",11.2,10.1181181
"Kagadi GAC","Perennial Crop Income","2022","Year 1",61.07,26.5203203
"Kagadi GAC","Seasonal Crop Income","2022","Year 1",268.09,100.6263263
"Kagadi GAC","Season1 Value","2022","Year 1",232.32,89.6127241
"Kagadi GAC","Season2 Value","2022","Year 1",195.44,75.5547508
"Kagadi GAC","Perennial Value","2022","Year 1",142.03,67.9988789
"Kagadi GAC","Annual Agric Value","2022","Year 1",569.78,233.1663538
"Kagadi GAC","Livestock Income","2022","Year 1",28.52,19.2586186
"Kagadi GAC","Livestock Income/ Production","2022","Year 1",32.67,27.2953153
"Kagadi GAC","Livestock Value","2022","Year 1",203.2,89.3775776
"Kagadi GAC","PPI","2022","Year 1",24.82,27.3874074
"Kagadi NonGAC","Salaried Employment","2022","Year 1",19.22,7.0286286
"Kagadi NonGAC","Self-Income / Business","2022","Year 1",19.89,19.5655656
"Kagadi NonGAC","Casual Labour Income","2022","Year 1",52.58,61.1843844
"Kagadi NonGAC","Remit and Gifts Income","2022","Year 1",15.54,7.0206206
"Kagadi NonGAC","Rent Income","2022","Year 1",11.79,10.1181181
"Kagadi NonGAC","Perennial Crop Income","2022","Year 1",68.35,26.5203203
"Kagadi NonGAC","Seasonal Crop Income","2022","Year 1",204.23,100.6263263
"Kagadi NonGAC","Season1 Value","2022","Year 1",197.56,89.6127241
"Kagadi NonGAC","Season2 Value","2022","Year 1",161.8,75.5547508
"Kagadi NonGAC","Perennial Value","2022","Year 1",115.32,67.9988789
"Kagadi NonGAC","Annual Agric Value","2022","Year 1",474.68,233.1663538
"Kagadi NonGAC","Livestock Income","2022","Year 1",24.22,19.2586186
"Kagadi NonGAC","Livestock Income/ Production","2022","Year 1",27.62,27.2953153
"Kagadi NonGAC","Livestock Value","2022","Year 1",125.3,89.3775776
"Kagadi NonGAC","PPI","2022","Year 1",25.7,27.3874074
"Kaliro","Salaried Employment","2022","Year 1",23.99,24.6129086
"Kaliro","Self-Income / Business","2022","Year 1",50.34,36.54808813
"Kaliro","Casual Labour Income","2022","Year 1",73.69,47.9027693
"Kaliro","Remit and Gifts Income","2022","Year 1",20.07,18.85592985
"Kaliro","Rent Income","2022","Year 1",9.77,7.91497863
"Kaliro","Perennial Crop Income","2022","Year 1",8.59,0.67761807
"Kaliro","Seasonal Crop Income","2022","Year 1",95.93,62.3560131
"Kaliro","Season1 Value","2022","Year 1",162.98,105.34795216
"Kaliro","Season2 Value","2022","Year 1",120.79,50.61302791
"Kaliro","Perennial Value","2022","Year 1",21.67,3.15306066
"Kaliro","Annual Agric Value","2022","Year 1",283.77,159.11404073
"Kaliro","Livestock Income","2022","Year 1",36.33,16.87663022
"Kaliro","Livestock Income/ Production","2022","Year 1",43.4,19.7505411
"Kaliro","Livestock Value","2022","Year 1",329.08,201.7650863
"Kaliro","PPI","2022","Year 1",25.59,30.50698152
"Kanungu","Salaried Employment","2018","Year 2",30.71,18.5201595037661
"Kanungu","Self-Income / Business","2018","Year 2",49.33,23.1564761482794
"Kanungu","Casual Labour Income","2018","Year 2",123.43,109.947939743022
"Kanungu","Remit and Gifts Income","2018","Year 2",15.53,14.6411165263624
"Kanungu","Rent Income","2018","Year 2",5.94,8.05937084625609
"Kanungu","Perennial Crop Income","2018","Year 2",76.31,61.2816422980357
"Kanungu","Seasonal Crop Income","2018","Year 2",83.67,58.0029537734456
"Kanungu","Season1 Value","2018","Year 2",126.94,61.6609274848619
"Kanungu","Season2 Value","2018","Year 2",116.91,80.6434057007828
"Kanungu","Perennial Value","2018","Year 2",148.75,166.58733089647
"Kanungu","Annual Agric Value","2018","Year 2",392.6,308.891664082115
"Kanungu","Livestock Income","2018","Year 2",31.58,28.8015064244572
"Kanungu","Livestock Income/ Production","2018","Year 2",37.65,31.0308669325063
"Kanungu","Livestock Value","2018","Year 2",193.41,127.555752473785
"Kanungu","PPI","2018","Year 2",24.17,29.64
"Kanungu","Salaried Employment","2019","Year 2",18.23,9.62399316473001
"Kanungu","Self-Income / Business","2019","Year 2",43.34,23.365003417635
"Kanungu","Casual Labour Income","2019","Year 2",114.31,122.262200956938
"Kanungu","Remit and Gifts Income","2019","Year 2",9.86,17.8755980861244
"Kanungu","Rent Income","2019","Year 2",9.24,2.12918660287081
"Kanungu","Perennial Crop Income","2019","Year 2",108.73,86.7786397812714
"Kanungu","Seasonal Crop Income","2019","Year 2",224.97,76.2917532467532
"Kanungu","Season1 Value","2019","Year 2",247.18,103.765345181135
"Kanungu","Season2 Value","2019","Year 2",189.87,68.5982467532468
"Kanungu","Perennial Value","2019","Year 2",170.75,182.726384142174
"Kanungu","Annual Agric Value","2019","Year 2",607.8,355.089976076555
"Kanungu","Livestock Income","2019","Year 2",29.55,32.2891326042379
"Kanungu","Livestock Income/ Production","2019","Year 2",33.57,37.3335618591934
"Kanungu","Livestock Value","2019","Year 2",265.07,190.199908407382
"Kanungu","PPI","2019","Year 2",20.9,29.96
"Rukungiri","Salaried Employment","2019","Year 2",32.64,9.62399316473001
"Rukungiri","Self-Income / Business","2019","Year 2",61.15,23.365003417635
"Rukungiri","Casual Labour Income","2019","Year 2",142.53,122.262200956938
"Rukungiri","Remit and Gifts Income","2019","Year 2",13.9,17.8755980861244
"Rukungiri","Rent Income","2019","Year 2",8.05,2.12918660287081
"Rukungiri","Perennial Crop Income","2019","Year 2",165.7,86.7786397812714
"Rukungiri","Seasonal Crop Income","2019","Year 2",191.15,76.2917532467532
"Rukungiri","Season1 Value","2019","Year 2",219.09,103.765345181135
"Rukungiri","Season2 Value","2019","Year 2",205.36,68.5982467532468
"Rukungiri","Perennial Value","2019","Year 2",300.5,182.726384142174
"Rukungiri","Annual Agric Value","2019","Year 2",724.95,355.089976076555
"Rukungiri","Livestock Income","2019","Year 2",24.17,32.2891326042379
"Rukungiri","Livestock Income/ Production","2019","Year 2",26.41,37.3335618591934
"Rukungiri","Livestock Value","2019","Year 2",451.18,190.199908407382
"Rukungiri","PPI","2019","Year 2",21.83,29.96
"Kanungu","Salaried Employment","2020","Year 2",60.09,36.27
"Kanungu","Self-Income / Business","2020","Year 2",96.22,47.06
"Kanungu","Casual Labour Income","2020","Year 2",90.41,114.78
"Kanungu","Remit and Gifts Income","2020","Year 2",28.7,17.38
"Kanungu","Rent Income","2020","Year 2",11.8,3.93
"Kanungu","Perennial Crop Income","2020","Year 2",145.84,58.24
"Kanungu","Seasonal Crop Income","2020","Year 2",190.68,79.21
"Kanungu","Season1 Value","2020","Year 2",199.72,123.3
"Kanungu","Season2 Value","2020","Year 2",184.69,68.03
"Kanungu","Perennial Value","2020","Year 2",263.1,149.52
"Kanungu","Annual Agric Value","2020","Year 2",647.51,340.85
"Kanungu","Livestock Income","2020","Year 2",32.83,27.55
"Kanungu","Livestock Income/ Production","2020","Year 2",36.91,30.89
"Kanungu","Livestock Value","2020","Year 2",230.59,212.66
"Kanungu","PPI","2020","Year 2",21.68,29.73
"Rukungiri","Salaried Employment","2020","Year 2",37.39,36.27
"Rukungiri","Self-Income / Business","2020","Year 2",73.87,47.06
"Rukungiri","Casual Labour Income","2020","Year 2",116.87,114.78
"Rukungiri","Remit and Gifts Income","2020","Year 2",30.15,17.38
"Rukungiri","Rent Income","2020","Year 2",5.87,3.93
"Rukungiri","Perennial Crop Income","2020","Year 2",108.49,58.24
"Rukungiri","Seasonal Crop Income","2020","Year 2",159.07,79.21
"Rukungiri","Season1 Value","2020","Year 2",180.11,123.3
"Rukungiri","Season2 Value","2020","Year 2",171.14,68.03
"Rukungiri","Perennial Value","2020","Year 2",223.63,149.52
"Rukungiri","Annual Agric Value","2020","Year 2",574.88,340.85
"Rukungiri","Livestock Income","2020","Year 2",21.45,27.55
"Rukungiri","Livestock Income/ Production","2020","Year 2",25.39,30.89
"Rukungiri","Livestock Value","2020","Year 2",221.56,212.66
"Rukungiri","PPI","2020","Year 2",21.81,29.73
"Mitooma","Salaried Employment","2020","Year 2",40.37,46.58
"Mitooma","Self-Income / Business","2020","Year 2",98.97,73.93
"Mitooma","Casual Labour Income","2020","Year 2",90.12,104.25
"Mitooma","Remit and Gifts Income","2020","Year 2",42.01,34.84
"Mitooma","Rent Income","2020","Year 2",4.68,3.18
"Mitooma","Perennial Crop Income","2020","Year 2",197.67,74.68
"Mitooma","Seasonal Crop Income","2020","Year 2",58.61,28.11
"Mitooma","Season1 Value","2020","Year 2",99.13,60.3
"Mitooma","Season2 Value","2020","Year 2",87.88,46.26
"Mitooma","Perennial Value","2020","Year 2",400.99,226.06
"Mitooma","Annual Agric Value","2020","Year 2",588,332.61
"Mitooma","Livestock Income","2020","Year 2",25.9,14.32
"Mitooma","Livestock Income/ Production","2020","Year 2",27.95,15.68
"Mitooma","Livestock Value","2020","Year 2",215.58,108.41
"Mitooma","PPI","2020","Year 2",21.43,26.14
"Kagadi","Salaried Employment","2020","Year 2",17.92,46.58
"Kagadi","Self-Income / Business","2020","Year 2",104.55,73.93
"Kagadi","Casual Labour Income","2020","Year 2",122.75,104.25
"Kagadi","Remit and Gifts Income","2020","Year 2",14.93,34.84
"Kagadi","Rent Income","2020","Year 2",3.37,3.18
"Kagadi","Perennial Crop Income","2020","Year 2",69.64,74.68
"Kagadi","Seasonal Crop Income","2020","Year 2",250.7,28.11
"Kagadi","Season1 Value","2020","Year 2",244.46,60.3
"Kagadi","Season2 Value","2020","Year 2",182.92,46.26
"Kagadi","Perennial Value","2020","Year 2",120.27,226.06
"Kagadi","Annual Agric Value","2020","Year 2",547.65,332.61
"Kagadi","Livestock Income","2020","Year 2",37.69,14.32
"Kagadi","Livestock Income/ Production","2020","Year 2",41.31,15.68
"Kagadi","Livestock Value","2020","Year 2",132.08,108.41
"Kagadi","PPI","2020","Year 2",22.12,26.14
"Kanungu","Salaried Employment","2021","Year 2",56.86,23.905796
"Kanungu","Self-Income / Business","2021","Year 2",82.43,82.427847
"Kanungu","Casual Labour Income","2021","Year 2",69.67,69.67278
"Kanungu","Remit and Gifts Income","2021","Year 2",37.39,37.394595
"Kanungu","Rent Income","2021","Year 2",8.58,8.579853
"Kanungu","Perennial Crop Income","2021","Year 2",202.31,89.61655
"Kanungu","Seasonal Crop Income","2021","Year 2",149.66,81.824289
"Kanungu","Season1 Value","2021","Year 2",222.68,173.106264
"Kanungu","Season2 Value","2021","Year 2",174.45,95.105384
"Kanungu","Perennial Value","2021","Year 2",406.03,170.935802
"Kanungu","Annual Agric Value","2021","Year 2",803.16,439.14745
"Kanungu","Livestock Income","2021","Year 2",29.3,28.03561
"Kanungu","Livestock Income/ Production","2021","Year 2",34.02,30.466624
"Kanungu","Livestock Value","2021","Year 2",264.13,241.17259
"Kanungu","PPI","2021","Year 2",20.6,27.645144
"Rukungiri","Salaried Employment","2021","Year 2",42.85,23.905796
"Rukungiri","Self-Income / Business","2021","Year 2",83.79,82.427847
"Rukungiri","Casual Labour Income","2021","Year 2",84.12,69.67278
"Rukungiri","Remit and Gifts Income","2021","Year 2",41.87,37.394595
"Rukungiri","Rent Income","2021","Year 2",7.77,8.579853
"Rukungiri","Perennial Crop Income","2021","Year 2",188.4,89.61655
"Rukungiri","Seasonal Crop Income","2021","Year 2",126.95,81.824289
"Rukungiri","Season1 Value","2021","Year 2",181.34,173.106264
"Rukungiri","Season2 Value","2021","Year 2",149.49,95.105384
"Rukungiri","Perennial Value","2021","Year 2",384.19,170.935802
"Rukungiri","Annual Agric Value","2021","Year 2",715.02,439.14745
"Rukungiri","Livestock Income","2021","Year 2",21.77,28.03561
"Rukungiri","Livestock Income/ Production","2021","Year 2",23.59,30.466624
"Rukungiri","Livestock Value","2021","Year 2",223.85,241.17259
"Rukungiri","PPI","2021","Year 2",19.25,27.645144
"Mitooma","Salaried Employment","2021","Year 2",44.44,50.32835
"Mitooma","Self-Income / Business","2021","Year 2",113.17,63.864964
"Mitooma","Casual Labour Income","2021","Year 2",81.72,101.994654
"Mitooma","Remit and Gifts Income","2021","Year 2",35.13,29.736825
"Mitooma","Rent Income","2021","Year 2",5.46,4.348084
"Mitooma","Perennial Crop Income","2021","Year 2",172.76,78.579464
"Mitooma","Seasonal Crop Income","2021","Year 2",82.98,30.053312
"Mitooma","Season1 Value","2021","Year 2",169.32,90.824291
"Mitooma","Season2 Value","2021","Year 2",114.5,57.668003
"Mitooma","Perennial Value","2021","Year 2",364.67,208.959195
"Mitooma","Annual Agric Value","2021","Year 2",648.49,357.45149
"Mitooma","Livestock Income","2021","Year 2",19.82,10.592714
"Mitooma","Livestock Income/ Production","2021","Year 2",22.23,11.841105
"Mitooma","Livestock Value","2021","Year 2",219.75,93.930304
"Mitooma","PPI","2021","Year 2",20.89,25.099267
"Rubanda","Salaried Employment","2021","Year 2",49.01,33.968321
"Rubanda","Self-Income / Business","2021","Year 2",61.49,20.732767
"Rubanda","Casual Labour Income","2021","Year 2",52.68,89.665025
"Rubanda","Remit and Gifts Income","2021","Year 2",33.9,22.178117
"Rubanda","Rent Income","2021","Year 2",7.15,8.838568
"Rubanda","Perennial Crop Income","2021","Year 2",25.74,8.731767
"Rubanda","Seasonal Crop Income","2021","Year 2",254.82,72.337288
"Rubanda","Season1 Value","2021","Year 2",295.72,153.175139
"Rubanda","Season2 Value","2021","Year 2",264.45,127.755707
"Rubanda","Perennial Value","2021","Year 2",70.18,30.763273
"Rubanda","Annual Agric Value","2021","Year 2",630.35,311.694119
"Rubanda","Livestock Income","2021","Year 2",51.72,4.981239
"Rubanda","Livestock Income/ Production","2021","Year 2",57.03,6.16247
"Rubanda","Livestock Value","2021","Year 2",306.18,92.678482
"Rubanda","PPI","2021","Year 2",22.51,25.190896
"Kanungu","Salaried Employment","2022","Year 2",50.59,25.27
"Kanungu","Self-Income / Business","2022","Year 2",70.43,52.54
"Kanungu","Casual Labour Income","2022","Year 2",47.85,108.19
"Kanungu","Remit and Gifts Income","2022","Year 2",47.12,29.05
"Kanungu","Rent Income","2022","Year 2",13.03,3.63
"Kanungu","Perennial Crop Income","2022","Year 2",209.87,95.52
"Kanungu","Seasonal Crop Income","2022","Year 2",147.48,93.47
"Kanungu","Season1 Value","2022","Year 2",223.36,189.35
"Kanungu","Season2 Value","2022","Year 2",198.03,105.45
"Kanungu","Perennial Value","2022","Year 2",339.17,183.72
"Kanungu","Annual Agric Value","2022","Year 2",760.55,478.51
"Kanungu","Livestock Income","2022","Year 2",30.85,13.81
"Kanungu","Livestock Income/ Production","2022","Year 2",38.64,15.74
"Kanungu","Livestock Value","2022","Year 2",249.7,236.56
"Kanungu","PPI","2022","Year 2",20.08,26.68
"Rukungiri","Salaried Employment","2022","Year 2",44.45,25.27
"Rukungiri","Self-Income / Business","2022","Year 2",70.99,52.54
"Rukungiri","Casual Labour Income","2022","Year 2",62.21,108.19
"Rukungiri","Remit and Gifts Income","2022","Year 2",39.09,29.05
"Rukungiri","Rent Income","2022","Year 2",8.6,3.63
"Rukungiri","Perennial Crop Income","2022","Year 2",216,95.52
"Rukungiri","Seasonal Crop Income","2022","Year 2",186.55,93.47
"Rukungiri","Season1 Value","2022","Year 2",217.13,189.35
"Rukungiri","Season2 Value","2022","Year 2",183.38,105.45
"Rukungiri","Perennial Value","2022","Year 2",387.5,183.72
"Rukungiri","Annual Agric Value","2022","Year 2",788.01,478.51
"Rukungiri","Livestock Income","2022","Year 2",22.37,13.81
"Rukungiri","Livestock Income/ Production","2022","Year 2",29.77,15.74
"Rukungiri","Livestock Value","2022","Year 2",288.83,236.56
"Rukungiri","PPI","2022","Year 2",20.22,26.68
"Mitooma","Salaried Employment","2022","Year 2",56.72,41.49482009
"Mitooma","Self-Income / Business","2022","Year 2",78.95,66.48550606
"Mitooma","Casual Labour Income","2022","Year 2",54.93,103.28703552
"Mitooma","Remit and Gifts Income","2022","Year 2",69.16,35.20441256
"Mitooma","Rent Income","2022","Year 2",13.85,4.66028302
"Mitooma","Perennial Crop Income","2022","Year 2",221.88,86.6151835
"Mitooma","Seasonal Crop Income","2022","Year 2",88.67,40.89228406
"Mitooma","Season1 Value","2022","Year 2",175.45,95.4352103
"Mitooma","Season2 Value","2022","Year 2",130.58,76.72566914
"Mitooma","Perennial Value","2022","Year 2",357.99,211.67878035
"Mitooma","Annual Agric Value","2022","Year 2",664.02,383.83965979
"Mitooma","Livestock Income","2022","Year 2",52.38,17.8577411
"Mitooma","Livestock Income/ Production","2022","Year 2",60.89,22.04814014
"Mitooma","Livestock Value","2022","Year 2",293.48,114.02660218
"Mitooma","PPI","2022","Year 2",21.81,24.1576969697
"Rubanda","Salaried Employment","2022","Year 2",42.83,34.49
"Rubanda","Self-Income / Business","2022","Year 2",56.66,31.3
"Rubanda","Casual Labour Income","2022","Year 2",57.57,99.05
"Rubanda","Remit and Gifts Income","2022","Year 2",37.82,18.18
"Rubanda","Rent Income","2022","Year 2",8.06,2.72
"Rubanda","Perennial Crop Income","2022","Year 2",83.05,11.73
"Rubanda","Seasonal Crop Income","2022","Year 2",243.12,109.15
"Rubanda","Season1 Value","2022","Year 2",300.97,160.71
"Rubanda","Season2 Value","2022","Year 2",279.43,148.39
"Rubanda","Perennial Value","2022","Year 2",212.78,35.16
"Rubanda","Annual Agric Value","2022","Year 2",793.19,344.26
"Rubanda","Livestock Income","2022","Year 2",27.86,9.11
"Rubanda","Livestock Income/ Production","2022","Year 2",34.57,9.86
"Rubanda","Livestock Value","2022","Year 2",332.09,111.37
"Rubanda","PPI","2022","Year 2",20.29,24.4
"Rubirizi","Salaried Employment","2022","Year 2",42.39,41.49482009
"Rubirizi","Self-Income / Business","2022","Year 2",51.12,66.48550606
"Rubirizi","Casual Labour Income","2022","Year 2",46.66,103.28703552
"Rubirizi","Remit and Gifts Income","2022","Year 2",42.81,35.20441256
"Rubirizi","Rent Income","2022","Year 2",7.87,4.66028302
"Rubirizi","Perennial Crop Income","2022","Year 2",174.94,86.6151835
"Rubirizi","Seasonal Crop Income","2022","Year 2",214.57,40.89228406
"Rubirizi","Season1 Value","2022","Year 2",222.62,95.4352103
"Rubirizi","Season2 Value","2022","Year 2",200.09,76.72566914
"Rubirizi","Perennial Value","2022","Year 2",399.44,211.67878035
"Rubirizi","Annual Agric Value","2022","Year 2",822.14,383.83965979
"Rubirizi","Livestock Income","2022","Year 2",29.82,17.8577411
"Rubirizi","Livestock Income/ Production","2022","Year 2",33.24,22.04814014
"Rubirizi","Livestock Value","2022","Year 2",139.18,114.02660218
"Rubirizi","PPI","2022","Year 2",21.09,24.1576969697
"Kyenjojo","Salaried Employment","2022","Year 2",23.02,9.0120996
"Kyenjojo","Self-Income / Business","2022","Year 2",54.52,20.6828612
"Kyenjojo","Casual Labour Income","2022","Year 2",46.12,64.8092346
"Kyenjojo","Remit and Gifts Income","2022","Year 2",18.71,9.0130267
"Kyenjojo","Rent Income","2022","Year 2",17.18,11.1492281
"Kyenjojo","Perennial Crop Income","2022","Year 2",104.48,26.0752863
"Kyenjojo","Seasonal Crop Income","2022","Year 2",272.54,102.832692
"Kyenjojo","Season1 Value","2022","Year 2",286.23,99.8677113
"Kyenjojo","Season2 Value","2022","Year 2",250.08,88.6445923
