"District","Income Streams","Cohort","Year","Status","Values"
"Rubirizi","Seasonal Crop Income","2022","Base","RTV",56.97
"Rubirizi","Seasonal Crop Income","2022","Base","Control",28.11
"Rubirizi","Season1 Value","2022","Base","RTV",64.19
"Rubirizi","Season1 Value","2022","Base","Control",60.3
"Rubirizi","Season2 Value","2022","Base","RTV",63.44
"Rubirizi","Season2 Value","2022","Base","Control",46.26
"Rubirizi","Perennial Value","2022","Base","RTV",158.16
"Rubirizi","Perennial Value","2022","Base","Control",226.06
"Rubirizi","Annual Agric Value","2022","Base","RTV",285.79
"Rubirizi","Annual Agric Value","2022","Base","Control",332.61
"Rubirizi","Livestock Income","2022","Base","RTV",6.71
"Rubirizi","Livestock Income","2022","Base","Control",14.32
"Rubirizi","Livestock Income/ Production","2022","Base","RTV",7.42
"Rubirizi","Livestock Income/ Production","2022","Base","Control",15.68
"Rubirizi","Livestock Value","2022","Base","RTV",76.28
"Rubirizi","Livestock Value","2022","Base","Control",108.41
"Rubirizi","PPI","2022","Base","RTV",26.69
"Rubirizi","PPI","2022","Base","Control",26.14
"Kyenjojo","Salaried Employment","2022","Base","RTV",7.22
"Kyenjojo","Salaried Employment","2022","Base","Control",6.0520643
"Kyenjojo","Self-Income / Business","2022","Base","RTV",17.63
"Kyenjojo","Self-Income / Business","2022","Base","Control",18.1036865
"Kyenjojo","Casual Labour Income","2022","Base","RTV",66.91
"Kyenjojo","Casual Labour Income","2022","Base","Control",56.9568341
"Kyenjojo","Remit and Gifts Income","2022","Base","RTV",6.03
"Kyenjojo","Remit and Gifts Income","2022","Base","Control",6.4102139
"Kyenjojo","Rent Income","2022","Base","RTV",4.35
"Kyenjojo","Rent Income","2022","Base","Control",10.0259769
"Kyenjojo","Perennial Crop Income","2022","Base","RTV",21.57
"Kyenjojo","Perennial Crop Income","2022","Base","Control",23.5729288
"Kyenjojo","Seasonal Crop Income","2022","Base","RTV",97.1
"Kyenjojo","Seasonal Crop Income","2022","Base","Control",89.0923882
"Kyenjojo","Season1 Value","2022","Base","RTV",121.3
"Kyenjojo","Season1 Value","2022","Base","Control",77.2808849
"Kyenjojo","Season2 Value","2022","Base","RTV",79.23
"Kyenjojo","Season2 Value","2022","Base","Control",66.6583624
"Kyenjojo","Perennial Value","2022","Base","RTV",40.08
"Kyenjojo","Perennial Value","2022","Base","Control",56.9354446
"Kyenjojo","Annual Agric Value","2022","Base","RTV",240.62
"Kyenjojo","Annual Agric Value","2022","Base","Control",200.8746919
"Kyenjojo","Livestock Income","2022","Base","RTV",12.05
"Kyenjojo","Livestock Income","2022","Base","Control",14.98259
"Kyenjojo","Livestock Income/ Production","2022","Base","RTV",13.91
"Kyenjojo","Livestock Income/ Production","2022","Base","Control",20.576466
"Kyenjojo","Livestock Value","2022","Base","RTV",99.26
"Kyenjojo","Livestock Value","2022","Base","Control",69.7750511
"Kyenjojo","PPI","2022","Base","RTV",29.16
"Kyenjojo","PPI","2022","Base","Control",29.2678937
"Kagadi GAC","Salaried Employment","2022","Base","RTV",2.64
"Kagadi GAC","Salaried Employment","2022","Base","Control",6.0520643
"Kagadi GAC","Self-Income / Business","2022","Base","RTV",20.6
"Kagadi GAC","Self-Income / Business","2022","Base","Control",18.1036865
"Kagadi GAC","Casual Labour Income","2022","Base","RTV",44.54
"Kagadi GAC","Casual Labour Income","2022","Base","Control",56.9568341
"Kagadi GAC","Remit and Gifts Income","2022","Base","RTV",6.34
"Kagadi GAC","Remit and Gifts Income","2022","Base","Control",6.4102139
"Kagadi GAC","Rent Income","2022","Base","RTV",4.86
"Kagadi GAC","Rent Income","2022","Base","Control",10.0259769
"Kagadi GAC","Perennial Crop Income","2022","Base","RTV",19.73
"Kagadi GAC","Perennial Crop Income","2022","Base","Control",23.5729288
"Kagadi GAC","Seasonal Crop Income","2022","Base","RTV",132.51
"Kagadi GAC","Seasonal Crop Income","2022","Base","Control",89.0923882
"Kagadi GAC","Season1 Value","2022","Base","RTV",125.94
"Kagadi GAC","Season1 Value","2022","Base","Control",77.2808849
"Kagadi GAC","Season2 Value","2022","Base","RTV",85.99
"Kagadi GAC","Season2 Value","2022","Base","Control",66.6583624
"Kagadi GAC","Perennial Value","2022","Base","RTV",37.29
"Kagadi GAC","Perennial Value","2022","Base","Control",56.9354446
"Kagadi GAC","Annual Agric Value","2022","Base","RTV",249.22
"Kagadi GAC","Annual Agric Value","2022","Base","Control",200.8746919
"Kagadi GAC","Livestock Income","2022","Base","RTV",15.67
"Kagadi GAC","Livestock Income","2022","Base","Control",14.98259
"Kagadi GAC","Livestock Income/ Production","2022","Base","RTV",17.99
"Kagadi GAC","Livestock Income/ Production","2022","Base","Control",20.576466
"Kagadi GAC","Livestock Value","2022","Base","RTV",97.48
"Kagadi GAC","Livestock Value","2022","Base","Control",69.7750511
"Kagadi GAC","PPI","2022","Base","RTV",30.43
"Kagadi GAC","PPI","2022","Base","Control",29.2678937
"Kagadi NonGAC","Salaried Employment","2022","Base","RTV",4.25
"Kagadi NonGAC","Salaried Employment","2022","Base","Control",6.0520643
"Kagadi NonGAC","Self-Income / Business","2022","Base","RTV",9.51
"Kagadi NonGAC","Self-Income / Business","2022","Base","Control",18.1036865
"Kagadi NonGAC","Casual Labour Income","2022","Base","RTV",71.48
"Kagadi NonGAC","Casual Labour Income","2022","Base","Control",56.9568341
"Kagadi NonGAC","Remit and Gifts Income","2022","Base","RTV",4.87
"Kagadi NonGAC","Remit and Gifts Income","2022","Base","Control",6.4102139
"Kagadi NonGAC","Rent Income","2022","Base","RTV",4.74
"Kagadi NonGAC","Rent Income","2022","Base","Control",10.0259769
"Kagadi NonGAC","Perennial Crop Income","2022","Base","RTV",25.12
"Kagadi NonGAC","Perennial Crop Income","2022","Base","Control",23.5729288
"Kagadi NonGAC","Seasonal Crop Income","2022","Base","RTV",79.8
"Kagadi NonGAC","Seasonal Crop Income","2022","Base","Control",89.0923882
"Kagadi NonGAC","Season1 Value","2022","Base","RTV",78.94
"Kagadi NonGAC","Season1 Value","2022","Base","Control",77.2808849
"Kagadi NonGAC","Season2 Value","2022","Base","RTV",67.33
"Kagadi NonGAC","Season2 Value","2022","Base","Control",66.6583624
"Kagadi NonGAC","Perennial Value","2022","Base","RTV",53.23
"Kagadi NonGAC","Perennial Value","2022","Base","Control",56.9354446
"Kagadi NonGAC","Annual Agric Value","2022","Base","RTV",199.5
"Kagadi NonGAC","Annual Agric Value","2022","Base","Control",200.8746919
"Kagadi NonGAC","Livestock Income","2022","Base","RTV",9.96
"Kagadi NonGAC","Livestock Income","2022","Base","Control",14.98259
"Kagadi NonGAC","Livestock Income/ Production","2022","Base","RTV",11.73
"Kagadi NonGAC","Livestock Income/ Production","2022","Base","Control",20.576466
"Kagadi NonGAC","Livestock Value","2022","Base","RTV",68.59
"Kagadi NonGAC","Livestock Value","2022","Base","Control",69.7750511
"Kagadi NonGAC","PPI","2022","Base","RTV",29.55
"Kagadi NonGAC","PPI","2022","Base","Control",29.2678937
"Kaliro","Salaried Employment","2022","Base","RTV",8.01
"Kaliro","Salaried Employment","2022","Base","Control",6.99791232
"Kaliro","Self-Income / Business","2022","Base","RTV",25.74
"Kaliro","Self-Income / Business","2022","Base","Control",18.93615634
"Kaliro","Casual Labour Income","2022","Base","RTV",84.9
"Kaliro","Casual Labour Income","2022","Base","Control",45.37351
"Kaliro","Remit and Gifts Income","2022","Base","RTV",8.1
"Kaliro","Remit and Gifts Income","2022","Base","Control",2.20729462
"Kaliro","Rent Income","2022","Base","RTV",3.66
"Kaliro","Rent Income","2022","Base","Control",2.58291
"Kaliro","Perennial Crop Income","2022","Base","RTV",3.49
"Kaliro","Perennial Crop Income","2022","Base","Control",1.894053
"Kaliro","Seasonal Crop Income","2022","Base","RTV",51.75
"Kaliro","Seasonal Crop Income","2022","Base","Control",49.91061714
"Kaliro","Season1 Value","2022","Base","RTV",107
"Kaliro","Season1 Value","2022","Base","Control",98.80513499
"Kaliro","Season2 Value","2022","Base","RTV",40.32
"Kaliro","Season2 Value","2022","Base","Control",37.25976113
"Kaliro","Perennial Value","2022","Base","RTV",15.78
"Kaliro","Perennial Value","2022","Base","Control",10.67837683
"Kaliro","Annual Agric Value","2022","Base","RTV",163.1
"Kaliro","Annual Agric Value","2022","Base","Control",146.74327294
"Kaliro","Livestock Income","2022","Base","RTV",4.84
"Kaliro","Livestock Income","2022","Base","Control",6.55959808
"Kaliro","Livestock Income/ Production","2022","Base","RTV",5.64
"Kaliro","Livestock Income/ Production","2022","Base","Control",7.88968739
"Kaliro","Livestock Value","2022","Base","RTV",129.48
"Kaliro","Livestock Value","2022","Base","Control",167.02643847
"Kaliro","PPI","2022","Base","RTV",33.33
"Kaliro","PPI","2022","Base","Control",33.41471816
"Kanungu","Salaried Employment","2018","Year 1","RTV",23.2
"Kanungu","Salaried Employment","2018","Year 1","Control",10.2043872126975
"Kanungu","Self-Income / Business","2018","Year 1","RTV",49.05
"Kanungu","Self-Income / Business","2018","Year 1","Control",41.4647001572209
"Kanungu","Casual Labour Income","2018","Year 1","RTV",157.83
"Kanungu","Casual Labour Income","2018","Year 1","Control",130.451448678595
"Kanungu","Remit and Gifts Income","2018","Year 1","RTV",20.58
"Kanungu","Remit and Gifts Income","2018","Year 1","Control",4.97566818896459
"Kanungu","Rent Income","2018","Year 1","RTV",10.43
"Kanungu","Rent Income","2018","Year 1","Control",1.50108557310773
"Kanungu","Perennial Crop Income","2018","Year 1","RTV",70.78
"Kanungu","Perennial Crop Income","2018","Year 1","Control",44.7405405405405
"Kanungu","Seasonal Crop Income","2018","Year 1","RTV",89.8
"Kanungu","Seasonal Crop Income","2018","Year 1","Control",94.3118589503631
"Kanungu","Season1 Value","2018","Year 1","RTV",102.89
"Kanungu","Season1 Value","2018","Year 1","Control",82.8000524069776
"Kanungu","Season2 Value","2018","Year 1","RTV",113.89
"Kanungu","Season2 Value","2018","Year 1","Control",78.2335479523845
"Kanungu","Perennial Value","2018","Year 1","RTV",155.54
"Kanungu","Perennial Value","2018","Year 1","Control",162.786883282174
"Kanungu","Annual Agric Value","2018","Year 1","RTV",372.32
"Kanungu","Annual Agric Value","2018","Year 1","Control",323.820483641536
"Kanungu","Livestock Income","2018","Year 1","RTV",61.92
"Kanungu","Livestock Income","2018","Year 1","Control",36.2057370667066
"Kanungu","Livestock Income/ Production","2018","Year 1","RTV",69.76
"Kanungu","Livestock Income/ Production","2018","Year 1","Control",41.8627027027027
"Kanungu","Livestock Value","2018","Year 1","RTV",185.34
"Kanungu","Livestock Value","2018","Year 1","Control",169.101227820618
"Kanungu","PPI","2018","Year 1","RTV",26.08
"Kanungu","PPI","2018","Year 1","Control",27.09
"Kanungu","Salaried Employment","2019","Year 1","RTV",39.37
"Kanungu","Salaried Employment","2019","Year 1","Control",18.5201595037661
"Kanungu","Self-Income / Business","2019","Year 1","RTV",38.47
"Kanungu","Self-Income / Business","2019","Year 1","Control",23.1564761482794
"Kanungu","Casual Labour Income","2019","Year 1","RTV",113.13
"Kanungu","Casual Labour Income","2019","Year 1","Control",109.947939743022
"Kanungu","Remit and Gifts Income","2019","Year 1","RTV",20.85
"Kanungu","Remit and Gifts Income","2019","Year 1","Control",14.6411165263624
"Kanungu","Rent Income","2019","Year 1","RTV",4.19
"Kanungu","Rent Income","2019","Year 1","Control",8.05937084625609
"Kanungu","Perennial Crop Income","2019","Year 1","RTV",129.43
"Kanungu","Perennial Crop Income","2019","Year 1","Control",61.2816422980357
"Kanungu","Seasonal Crop Income","2019","Year 1","RTV",84.54
"Kanungu","Seasonal Crop Income","2019","Year 1","Control",58.0029537734456
"Kanungu","Season1 Value","2019","Year 1","RTV",125.64
"Kanungu","Season1 Value","2019","Year 1","Control",61.6609274848619
"Kanungu","Season2 Value","2019","Year 1","RTV",124.18
"Kanungu","Season2 Value","2019","Year 1","Control",80.6434057007828
"Kanungu","Perennial Value","2019","Year 1","RTV",211.9
"Kanungu","Perennial Value","2019","Year 1","Control",166.58733089647
"Kanungu","Annual Agric Value","2019","Year 1","RTV",461.71
"Kanungu","Annual Agric Value","2019","Year 1","Control",308.891664082115
"Kanungu","Livestock Income","2019","Year 1","RTV",28.97
"Kanungu","Livestock Income","2019","Year 1","Control",28.8015064244572
"Kanungu","Livestock Income/ Production","2019","Year 1","RTV",35.31
"Kanungu","Livestock Income/ Production","2019","Year 1","Control",31.0308669325063
"Kanungu","Livestock Value","2019","Year 1","RTV",203.32
"Kanungu","Livestock Value","2019","Year 1","Control",127.555752473785
"Kanungu","PPI","2019","Year 1","RTV",20.01
"Kanungu","PPI","2019","Year 1","Control",29.64
"Rukungiri","Salaried Employment","2019","Year 1","RTV",11.09
"Rukungiri","Salaried Employment","2019","Year 1","Control",18.5201595037661
"Rukungiri","Self-Income / Business","2019","Year 1","RTV",28.84
"Rukungiri","Self-Income / Business","2019","Year 1","Control",23.1564761482794
"Rukungiri","Casual Labour Income","2019","Year 1","RTV",104.23
"Rukungiri","Casual Labour Income","2019","Year 1","Control",109.947939743022
"Rukungiri","Remit and Gifts Income","2019","Year 1","RTV",11.51
"Rukungiri","Remit and Gifts Income","2019","Year 1","Control",14.6411165263624
"Rukungiri","Rent Income","2019","Year 1","RTV",3.71
"Rukungiri","Rent Income","2019","Year 1","Control",8.05937084625609
"Rukungiri","Perennial Crop Income","2019","Year 1","RTV",83.45
"Rukungiri","Perennial Crop Income","2019","Year 1","Control",61.2816422980357
"Rukungiri","Seasonal Crop Income","2019","Year 1","RTV",131.34
"Rukungiri","Seasonal Crop Income","2019","Year 1","Control",58.0029537734456
"Rukungiri","Season1 Value","2019","Year 1","RTV",153.21
"Rukungiri","Season1 Value","2019","Year 1","Control",61.6609274848619
"Rukungiri","Season2 Value","2019","Year 1","RTV",134.33
"Rukungiri","Season2 Value","2019","Year 1","Control",80.6434057007828
"Rukungiri","Perennial Value","2019","Year 1","RTV",163.4
"Rukungiri","Perennial Value","2019","Year 1","Control",166.58733089647
"Rukungiri","Annual Agric Value","2019","Year 1","RTV",450.94
"Rukungiri","Annual Agric Value","2019","Year 1","Control",308.891664082115
"Rukungiri","Livestock Income","2019","Year 1","RTV",32.71
"Rukungiri","Livestock Income","2019","Year 1","Control",28.8015064244572
"Rukungiri","Livestock Income/ Production","2019","Year 1","RTV",35.11
"Rukungiri","Livestock Income/ Production","2019","Year 1","Control",31.0308669325063
"Rukungiri","Livestock Value","2019","Year 1","RTV",223.25
"Rukungiri","Livestock Value","2019","Year 1","Control",127.555752473785
"Rukungiri","PPI","2019","Year 1","RTV",20.71
"Rukungiri","PPI","2019","Year 1","Control",29.64
"Kanungu","Salaried Employment","2020","Year 1","RTV",34.92
"Kanungu","Salaried Employment","2020","Year 1","Control",9.62399316473001
"Kanungu","Self-Income / Business","2020","Year 1","RTV",46.6
"Kanungu","Self-Income / Business","2020","Year 1","Control",23.365003417635
"Kanungu","Casual Labour Income","2020","Year 1","RTV",131.48
"Kanungu","Casual Labour Income","2020","Year 1","Control",122.262200956938
"Kanungu","Remit and Gifts Income","2020","Year 1","RTV",11.79
"Kanungu","Remit and Gifts Income","2020","Year 1","Control",17.8755980861244
"Kanungu","Rent Income","2020","Year 1","RTV",8.34
"Kanungu","Rent Income","2020","Year 1","Control",2.12918660287081
"Kanungu","Perennial Crop Income","2020","Year 1","RTV",98.15
"Kanungu","Perennial Crop Income","2020","Year 1","Control",86.7786397812714
"Kanungu","Seasonal Crop Income","2020","Year 1","RTV",145.12
"Kanungu","Seasonal Crop Income","2020","Year 1","Control",76.2917532467532
"Kanungu","Season1 Value","2020","Year 1","RTV",181.84
"Kanungu","Season1 Value","2020","Year 1","Control",103.765345181135
"Kanungu","Season2 Value","2020","Year 1","RTV",189.34
"Kanungu","Season2 Value","2020","Year 1","Control",68.5982467532468
"Kanungu","Perennial Value","2020","Year 1","RTV",186.32
"Kanungu","Perennial Value","2020","Year 1","Control",182.726384142174
"Kanungu","Annual Agric Value","2020","Year 1","RTV",557.5
"Kanungu","Annual Agric Value","2020","Year 1","Control",355.089976076555
"Kanungu","Livestock Income","2020","Year 1","RTV",20.78
"Kanungu","Livestock Income","2020","Year 1","Control",32.2891326042379
"Kanungu","Livestock Income/ Production","2020","Year 1","RTV",24.42
"Kanungu","Livestock Income/ Production","2020","Year 1","Control",37.3335618591934
"Kanungu","Livestock Value","2020","Year 1","RTV",227.29
"Kanungu","Livestock Value","2020","Year 1","Control",190.199908407382
"Kanungu","PPI","2020","Year 1","RTV",23.85
"Kanungu","PPI","2020","Year 1","Control",29.96
"Rukungiri","Salaried Employment","2020","Year 1","RTV",26.41
"Rukungiri","Salaried Employment","2020","Year 1","Control",9.62399316473001
"Rukungiri","Self-Income / Business","2020","Year 1","RTV",48.08
"Rukungiri","Self-Income / Business","2020","Year 1","Control",23.365003417635
"Rukungiri","Casual Labour Income","2020","Year 1","RTV",173.04
"Rukungiri","Casual Labour Income","2020","Year 1","Control",122.262200956938
"Rukungiri","Remit and Gifts Income","2020","Year 1","RTV",14.58
"Rukungiri","Remit and Gifts Income","2020","Year 1","Control",17.8755980861244
"Rukungiri","Rent Income","2020","Year 1","RTV",3.62
"Rukungiri","Rent Income","2020","Year 1","Control",2.12918660287081
"Rukungiri","Perennial Crop Income","2020","Year 1","RTV",64.34
"Rukungiri","Perennial Crop Income","2020","Year 1","Control",86.7786397812714
"Rukungiri","Seasonal Crop Income","2020","Year 1","RTV",101.22
"Rukungiri","Seasonal Crop Income","2020","Year 1","Control",76.2917532467532
"Rukungiri","Season1 Value","2020","Year 1","RTV",173.06
"Rukungiri","Season1 Value","2020","Year 1","Control",103.765345181135
"Rukungiri","Season2 Value","2020","Year 1","RTV",155.55
"Rukungiri","Season2 Value","2020","Year 1","Control",68.5982467532468
"Rukungiri","Perennial Value","2020","Year 1","RTV",157.49
"Rukungiri","Perennial Value","2020","Year 1","Control",182.726384142174
"Rukungiri","Annual Agric Value","2020","Year 1","RTV",486.1
"Rukungiri","Annual Agric Value","2020","Year 1","Control",355.089976076555
"Rukungiri","Livestock Income","2020","Year 1","RTV",16.2
"Rukungiri","Livestock Income","2020","Year 1","Control",32.2891326042379
"Rukungiri","Livestock Income/ Production","2020","Year 1","RTV",17.23
"Rukungiri","Livestock Income/ Production","2020","Year 1","Control",37.3335618591934
"Rukungiri","Livestock Value","2020","Year 1","RTV",210.27
"Rukungiri","Livestock Value","2020","Year 1","Control",190.199908407382
"Rukungiri","PPI","2020","Year 1","RTV",24.32
"Rukungiri","PPI","2020","Year 1","Control",29.96
"Mitooma","Salaried Employment","2020","Year 1","RTV",39.35
"Mitooma","Salaried Employment","2020","Year 1","Control",28.408262454435
"Mitooma","Self-Income / Business","2020","Year 1","RTV",56.82
"Mitooma","Self-Income / Business","2020","Year 1","Control",40.3797965630967
"Mitooma","Casual Labour Income","2020","Year 1","RTV",122.59
"Mitooma","Casual Labour Income","2020","Year 1","Control",128.959455650061
"Mitooma","Remit and Gifts Income","2020","Year 1","RTV",11.56
"Mitooma","Remit and Gifts Income","2020","Year 1","Control",7.46300989411561
"Mitooma","Rent Income","2020","Year 1","RTV",11.34
"Mitooma","Rent Income","2020","Year 1","Control",4.65474743968061
"Mitooma","Perennial Crop Income","2020","Year 1","RTV",146.48
"Mitooma","Perennial Crop Income","2020","Year 1","Control",94.1654053115779
"Mitooma","Seasonal Crop Income","2020","Year 1","RTV",30.78
"Mitooma","Seasonal Crop Income","2020","Year 1","Control",18.702135045999
"Mitooma","Season1 Value","2020","Year 1","RTV",99.99
"Mitooma","Season1 Value","2020","Year 1","Control",63.2962735636174
"Mitooma","Season2 Value","2020","Year 1","RTV",60.57
"Mitooma","Season2 Value","2020","Year 1","Control",39.9880298559278
"Mitooma","Perennial Value","2020","Year 1","RTV",356.56
"Mitooma","Perennial Value","2020","Year 1","Control",302.173607359833
"Mitooma","Annual Agric Value","2020","Year 1","RTV",517.12
"Mitooma","Annual Agric Value","2020","Year 1","Control",405.457910779379
"Mitooma","Livestock Income","2020","Year 1","RTV",20.26
"Mitooma","Livestock Income","2020","Year 1","Control",12.8949487936122
"Mitooma","Livestock Income/ Production","2020","Year 1","RTV",22.73
"Mitooma","Livestock Income/ Production","2020","Year 1","Control",14.2669331713244
"Mitooma","Livestock Value","2020","Year 1","RTV",222.42
"Mitooma","Livestock Value","2020","Year 1","Control",117.436382919632
"Mitooma","PPI","2020","Year 1","RTV",26.04
"Mitooma","PPI","2020","Year 1","Control",27.63
"Kagadi","Salaried Employment","2020","Year 1","RTV",14.42
"Kagadi","Salaried Employment","2020","Year 1","Control",28.408262454435
"Kagadi","Self-Income / Business","2020","Year 1","RTV",99.98
"Kagadi","Self-Income / Business","2020","Year 1","Control",40.3797965630967
"Kagadi","Casual Labour Income","2020","Year 1","RTV",64.61
"Kagadi","Casual Labour Income","2020","Year 1","Control",128.959455650061
"Kagadi","Remit and Gifts Income","2020","Year 1","RTV",1.77
"Kagadi","Remit and Gifts Income","2020","Year 1","Control",7.46300989411561
"Kagadi","Rent Income","2020","Year 1","RTV",5.24
"Kagadi","Rent Income","2020","Year 1","Control",4.65474743968061
"Kagadi","Perennial Crop Income","2020","Year 1","RTV",67.09
"Kagadi","Perennial Crop Income","2020","Year 1","Control",94.1654053115779
"Kagadi","Seasonal Crop Income","2020","Year 1","RTV",224.07
"Kagadi","Seasonal Crop Income","2020","Year 1","Control",18.702135045999
"Kagadi","Season1 Value","2020","Year 1","RTV",216.48
"Kagadi","Season1 Value","2020","Year 1","Control",63.2962735636174
"Kagadi","Season2 Value","2020","Year 1","RTV",186.2
"Kagadi","Season2 Value","2020","Year 1","Control",39.9880298559278
"Kagadi","Perennial Value","2020","Year 1","RTV",122.73
"Kagadi","Perennial Value","2020","Year 1","Control",302.173607359833
"Kagadi","Annual Agric Value","2020","Year 1","RTV",525.41
"Kagadi","Annual Agric Value","2020","Year 1","Control",405.457910779379
"Kagadi","Livestock Income","2020","Year 1","RTV",19.97
"Kagadi","Livestock Income","2020","Year 1","Control",12.8949487936122
"Kagadi","Livestock Income/ Production","2020","Year 1","RTV",25.5
"Kagadi","Livestock Income/ Production","2020","Year 1","Control",14.2669331713244
"Kagadi","Livestock Value","2020","Year 1","RTV",167.89
"Kagadi","Livestock Value","2020","Year 1","Control",117.436382919632
"Kagadi","PPI","2020","Year 1","RTV",26.45
"Kagadi","PPI","2020","Year 1","Control",27.63
"Kanungu","Salaried Employment","2021","Year 1","RTV",53.27
"Kanungu","Salaried Employment","2021","Year 1","Control",36.27
"Kanungu","Self-Income / Business","2021","Year 1","RTV",53.34
"Kanungu","Self-Income / Business","2021","Year 1","Control",47.06
"Kanungu","Casual Labour Income","2021","Year 1","RTV",71.85
"Kanungu","Casual Labour Income","2021","Year 1","Control",114.78
"Kanungu","Remit and Gifts Income","2021","Year 1","RTV",29.66
"Kanungu","Remit and Gifts Income","2021","Year 1","Control",17.38
"Kanungu","Rent Income","2021","Year 1","RTV",8.58
"Kanungu","Rent Income","2021","Year 1","Control",3.93
"Kanungu","Perennial Crop Income","2021","Year 1","RTV",154.17
"Kanungu","Perennial Crop Income","2021","Year 1","Control",58.24
"Kanungu","Seasonal Crop Income","2021","Year 1","RTV",98.72
"Kanungu","Seasonal Crop Income","2021","Year 1","Control",79.21
"Kanungu","Season1 Value","2021","Year 1","RTV",150.96
"Kanungu","Season1 Value","2021","Year 1","Control",123.3
"Kanungu","Season2 Value","2021","Year 1","RTV",117.04
"Kanungu","Season2 Value","2021","Year 1","Control",68.03
"Kanungu","Perennial Value","2021","Year 1","RTV",266.56
"Kanungu","Perennial Value","2021","Year 1","Control",149.52
"Kanungu","Annual Agric Value","2021","Year 1","RTV",534.56
"Kanungu","Annual Agric Value","2021","Year 1","Control",340.85
"Kanungu","Livestock Income","2021","Year 1","RTV",24.68
"Kanungu","Livestock Income","2021","Year 1","Control",27.55
"Kanungu","Livestock Income/ Production","2021","Year 1","RTV",30.89
"Kanungu","Livestock Income/ Production","2021","Year 1","Control",30.89
"Kanungu","Livestock Value","2021","Year 1","RTV",198.24
"Kanungu","Livestock Value","2021","Year 1","Control",212.66
"Kanungu","PPI","2021","Year 1","RTV",23.19
"Kanungu","PPI","2021","Year 1","Control",29.73
"Rukungiri","Salaried Employment","2021","Year 1","RTV",28.5
"Rukungiri","Salaried Employment","2021","Year 1","Control",36.27
"Rukungiri","Self-Income / Business","2021","Year 1","RTV",70.42
"Rukungiri","Self-Income / Business","2021","Year 1","Control",47.06
"Rukungiri","Casual Labour Income","2021","Year 1","RTV",96.4
"Rukungiri","Casual Labour Income","2021","Year 1","Control",114.78
"Rukungiri","Remit and Gifts Income","2021","Year 1","RTV",36.3
"Rukungiri","Remit and Gifts Income","2021","Year 1","Control",17.38
"Rukungiri","Rent Income","2021","Year 1","RTV",6.33
"Rukungiri","Rent Income","2021","Year 1","Control",3.93
"Rukungiri","Perennial Crop Income","2021","Year 1","RTV",143.1
"Rukungiri","Perennial Crop Income","2021","Year 1","Control",58.24
"Rukungiri","Seasonal Crop Income","2021","Year 1","RTV",74.25
"Rukungiri","Seasonal Crop Income","2021","Year 1","Control",79.21
"Rukungiri","Season1 Value","2021","Year 1","RTV",104.45
"Rukungiri","Season1 Value","2021","Year 1","Control",123.3
"Rukungiri","Season2 Value","2021","Year 1","RTV",115.57
"Rukungiri","Season2 Value","2021","Year 1","Control",68.03
"Rukungiri","Perennial Value","2021","Year 1","RTV",340.35
"Rukungiri","Perennial Value","2021","Year 1","Control",149.52
"Rukungiri","Annual Agric Value","2021","Year 1","RTV",560.37
"Rukungiri","Annual Agric Value","2021","Year 1","Control",340.85
"Rukungiri","Livestock Income","2021","Year 1","RTV",12.23
"Rukungiri","Livestock Income","2021","Year 1","Control",27.55
"Rukungiri","Livestock Income/ Production","2021","Year 1","RTV",14.63
"Rukungiri","Livestock Income/ Production","2021","Year 1","Control",30.89
"Rukungiri","Livestock Value","2021","Year 1","RTV",191.51
"Rukungiri","Livestock Value","2021","Year 1","Control",212.66
"Rukungiri","PPI","2021","Year 1","RTV",22.16
"Rukungiri","PPI","2021","Year 1","Control",29.73
"Mitooma","Salaried Employment","2021","Year 1","RTV",28.5
"Mitooma","Salaried Employment","2021","Year 1","Control",50.32835
"Mitooma","Self-Income / Business","2021","Year 1","RTV",94.65
"Mitooma","Self-Income / Business","2021","Year 1","Control",63.864964
"Mitooma","Casual Labour Income","2021","Year 1","RTV",74.86
"Mitooma","Casual Labour Income","2021","Year 1","Control",101.994654
"Mitooma","Remit and Gifts Income","2021","Year 1","RTV",39.39
"Mitooma","Remit and Gifts Income","2021","Year 1","Control",29.736825
"Mitooma","Rent Income","2021","Year 1","RTV",4.11
"Mitooma","Rent Income","2021","Year 1","Control",4.348084
"Mitooma","Perennial Crop Income","2021","Year 1","RTV",126.15
"Mitooma","Perennial Crop Income","2021","Year 1","Control",78.579464
"Mitooma","Seasonal Crop Income","2021","Year 1","RTV",43.01
"Mitooma","Seasonal Crop Income","2021","Year 1","Control",30.053312
"Mitooma","Season1 Value","2021","Year 1","RTV",79.1
"Mitooma","Season1 Value","2021","Year 1","Control",90.824291
"Mitooma","Season2 Value","2021","Year 1","RTV",84.38
"Mitooma","Season2 Value","2021","Year 1","Control",57.668003
"Mitooma","Perennial Value","2021","Year 1","RTV",270.07
"Mitooma","Perennial Value","2021","Year 1","Control",208.959195
"Mitooma","Annual Agric Value","2021","Year 1","RTV",433.55
"Mitooma","Annual Agric Value","2021","Year 1","Control",357.45149
"Mitooma","Livestock Income","2021","Year 1","RTV",16.24
"Mitooma","Livestock Income","2021","Year 1","Control",10.592714
"Mitooma","Livestock Income/ Production","2021","Year 1","RTV",14.63
"Mitooma","Livestock Income/ Production","2021","Year 1","Control",11.841105
"Mitooma","Livestock Value","2021","Year 1","RTV",148.99
